4.154472e-01  1.036067e-29
4.712887e-01  1.036067e-29
5.346360e-01  1.036067e-29
6.064981e-01  1.036067e-29
6.880193e-01  1.036067e-29
7.804981e-01  1.036067e-29
8.854072e-01  1.036067e-29
1.004418e+00  1.036067e-29
1.139424e+00  1.036067e-29
1.292578e+00  1.036067e-29
1.466317e+00  1.036067e-29
1.663409e+00  1.036067e-29
1.886993e+00  1.036067e-29
2.140630e+00  1.036067e-29
2.428358e+00  1.036067e-29
2.754761e+00  1.036067e-29
3.125037e+00  1.036067e-29
3.545083e+00  1.036067e-29
4.021588e+00  1.036067e-29
4.562142e+00  1.036067e-29
5.175354e+00  1.036067e-29
5.870989e+00  1.036067e-29
6.660126e+00  1.036067e-29
7.555334e+00  1.036067e-29
8.570870e+00  1.036067e-29
9.722906e+00  1.036067e-29
1.102979e+01  1.036067e-29
1.251234e+01  1.036067e-29
1.419416e+01  1.036067e-29
1.610204e+01  1.036067e-29
1.826637e+01  1.036067e-29
2.072160e+01  1.036067e-29
2.350686e+01  1.036067e-29
2.666649e+01  1.036067e-29
3.025081e+01  1.036067e-29
3.431691e+01  1.036067e-29
3.892956e+01  1.036067e-29
4.416220e+01  1.036067e-29
5.009817e+01  1.036067e-29
5.683202e+01  1.036067e-29
6.447098e+01  1.036067e-29
7.313672e+01  1.036067e-29
8.296725e+01  1.036067e-29
9.411914e+01  1.036067e-29
1.067700e+02  1.036067e-29
1.211213e+02  1.036067e-29
1.374015e+02  1.036067e-29
1.558701e+02  1.036067e-29
1.768211e+02  1.036067e-29
2.005881e+02  1.036067e-29
2.275498e+02  1.036067e-29
2.581354e+02  1.036067e-29
2.928322e+02  1.036067e-29
3.321927e+02  1.036067e-29
3.768437e+02  1.036067e-29
4.274964e+02  1.036067e-29
4.849575e+02  1.036067e-29
5.501421e+02  1.036067e-29
6.240884e+02  1.036067e-29
7.079740e+02  1.036067e-29
8.031350e+02  1.036067e-29
9.110868e+02  1.036067e-29
1.033549e+03  1.036067e-29
1.172471e+03  1.036067e-29
1.330067e+03  9.922148e-04
1.508845e+03  7.493125e-02
1.711653e+03  2.566248e-01
1.941722e+03  5.061279e-01
2.202715e+03  7.860088e-01
2.498788e+03  1.067356e+00
2.834658e+03  1.330351e+00
3.215673e+03  1.559956e+00
3.647901e+03  1.746565e+00
4.138227e+03  1.887920e+00
4.694459e+03  1.985600e+00
5.325455e+03  2.043531e+00
6.041266e+03  2.066618e+00
6.853291e+03  2.060175e+00
7.774462e+03  2.029455e+00
8.819452e+03  1.979378e+00
1.000490e+04  1.914280e+00
1.134969e+04  1.838009e+00
1.287524e+04  1.753857e+00
1.460584e+04  1.664574e+00
1.656905e+04  1.572439e+00
1.879615e+04  1.479299e+00
2.132260e+04  1.386616e+00
2.418863e+04  1.295545e+00
2.743990e+04  1.206963e+00
3.112818e+04  1.121526e+00
3.531221e+04  1.039701e+00
4.005863e+04  9.618019e-01
4.544304e+04  8.880244e-01
5.155117e+04  8.184565e-01
5.848032e+04  7.531125e-01
6.634084e+04  6.919475e-01
7.525792e+04  6.348670e-01
8.537356e+04  5.817430e-01
9.684888e+04  5.324221e-01
