4.154472e-01  3.693754e-74
4.712887e-01  3.693754e-74
5.346360e-01  3.693754e-74
6.064981e-01  3.693754e-74
6.880193e-01  3.693754e-74
7.804981e-01  3.693754e-74
8.854072e-01  3.693754e-74
1.004418e+00  3.693754e-74
1.139424e+00  3.693754e-74
1.292578e+00  3.693754e-74
1.466317e+00  3.693754e-74
1.663409e+00  3.693754e-74
1.886993e+00  3.693754e-74
2.140630e+00  3.693754e-74
2.428358e+00  3.693754e-74
2.754761e+00  3.693754e-74
3.125037e+00  3.693754e-74
3.545083e+00  3.693754e-74
4.021588e+00  3.693754e-74
4.562142e+00  3.693754e-74
5.175354e+00  3.693754e-74
5.870989e+00  3.693754e-74
6.660126e+00  3.693754e-74
7.555334e+00  3.693754e-74
8.570870e+00  3.693754e-74
9.722906e+00  3.693754e-74
1.102979e+01  3.693754e-74
1.251234e+01  3.693754e-74
1.419416e+01  3.693754e-74
1.610204e+01  3.693754e-74
1.826637e+01  3.693754e-74
2.072160e+01  3.693754e-74
2.350686e+01  1.041527e-02
2.666649e+01  1.707174e-01
3.025081e+01  4.204062e-01
3.431691e+01  2.663347e+00
3.892956e+01  6.541284e+00
4.416220e+01  1.098944e+01
5.009817e+01  1.549780e+01
5.683202e+01  1.974075e+01
6.447098e+01  2.347721e+01
7.313672e+01  2.675780e+01
8.296725e+01  2.975743e+01
9.411914e+01  3.212990e+01
1.067700e+02  3.383082e+01
1.211213e+02  3.497911e+01
1.374015e+02  3.590293e+01
1.558701e+02  3.644754e+01
1.768211e+02  3.751364e+01
2.005881e+02  3.857214e+01
2.275498e+02  3.932541e+01
2.581354e+02  3.972787e+01
2.928322e+02  3.969614e+01
3.321927e+02  3.929984e+01
3.768437e+02  3.854107e+01
4.274964e+02  3.750473e+01
4.849575e+02  3.619740e+01
5.501421e+02  3.474451e+01
6.240884e+02  3.313764e+01
7.079740e+02  3.143893e+01
8.031350e+02  2.969065e+01
9.110868e+02  2.792690e+01
1.033549e+03  2.617719e+01
1.172471e+03  2.445851e+01
1.330067e+03  2.278678e+01
1.508845e+03  2.117530e+01
1.711653e+03  1.963163e+01
1.941722e+03  1.816150e+01
2.202715e+03  1.676827e+01
2.498788e+03  1.545390e+01
2.834658e+03  1.421879e+01
3.215673e+03  1.306210e+01
3.647901e+03  1.198233e+01
4.138227e+03  1.097720e+01
4.694459e+03  1.004413e+01
5.325455e+03  9.181241e+00
6.041266e+03  8.383735e+00
6.853291e+03  7.647681e+00
7.774462e+03  6.969468e+00
8.819452e+03  6.345593e+00
1.000490e+04  5.772327e+00
1.134969e+04  5.247458e+00
1.287524e+04  4.766579e+00
1.460584e+04  4.326532e+00
1.656905e+04  3.924334e+00
1.879615e+04  3.557124e+00
2.132260e+04  3.222121e+00
2.418863e+04  2.917056e+00
2.743990e+04  2.639048e+00
3.112818e+04  2.385182e+00
3.531221e+04  2.150369e+00
4.005863e+04  1.936989e+00
4.544304e+04  1.744642e+00
5.155117e+04  1.571440e+00
5.848032e+04  1.414039e+00
6.634084e+04  1.272640e+00
7.525792e+04  1.144063e+00
8.537356e+04  1.028708e+00
9.684888e+04  9.241513e-01
