17,01389; -26,88770
17,06062; -26,84510
17,10735; -26,79901
17,15408; -26,75182
17,20082; -26,70486
17,24755; -26,65876
17,29428; -26,61180
17,34101; -26,56439
17,38775; -26,51874
17,43448; -26,47155
17,48121; -26,42502
17,52794; -26,37762
17,57467; -26,33109
17,62141; -26,28412
17,66814; -26,23781
17,71487; -26,19193
17,76160; -26,14475
17,80833; -26,09800
17,85507; -26,05125
17,90180; -26,00516
17,94853; -25,95863
17,99526; -25,91319
18,04199; -25,86732
18,08873; -25,82341
18,13546; -25,77863
18,18219; -25,73625
18,22892; -25,69496
18,27565; -25,65476
18,32239; -25,61632
18,36912; -25,57940
18,41585; -25,54532
18,46258; -25,51299
18,50931; -25,48241
18,55605; -25,45466
18,60278; -25,42932
18,64951; -25,40682
18,69624; -25,38651
18,74297; -25,36969
18,78971; -25,35549
18,83644; -25,34413
18,88317; -25,33561
18,92990; -25,33036
18,97663; -25,32381
19,02337; -25,32643
19,07010; -25,32884
19,11683; -25,33320
19,16356; -25,34041
19,21029; -25,34937
19,25703; -25,36182
19,30376; -25,37558
19,35049; -25,39306
19,39722; -25,41141
19,44395; -25,43216
19,49069; -25,45444
19,53742; -25,47935
19,58415; -25,50556
19,63088; -25,53331
19,67761; -25,56258
19,72435; -25,59403
19,77108; -25,62637
19,81781; -25,66044
19,86454; -25,69649
19,91127; -25,73362
19,95801; -25,77185
20,00474; -25,81183
20,05147; -25,85399
20,09820; -25,89550
20,14493; -25,93984
20,19167; -25,98572
20,23840; -26,03203
20,28513; -26,08074
20,33186; -26,12902
20,37859; -26,18036
20,42533; -26,23016
20,47206; -26,28281
20,51879; -26,33567
20,56340; -26,38710
20,60588; -26,43780
20,65049; -26,48946
20,69510; -26,54233
20,73758; -26,59303
20,78007; -26,64421
20,82255; -26,69420
20,86503; -26,74634
20,90752; -26,79872
20,95000; -26,85015
20,98824; -26,89406
