-3,9801558287; -17,2647658119
-3,9315739374; -17,2187746496
-3,8069508249; -17,0936699977
-3,7562566774; -17,0443918399
-3,6295213088; -16,9168315929
-3,5809394175; -16,8686194036
-3,4520917927; -16,7391024019
-3,4035099014; -16,6914603158
-3,2788867889; -16,5668901356
-3,2303048976; -16,5196221797
-3,1014572728; -16,3902298881
-3,0528753815; -16,3424630919
-2,9240277567; -16,2139259551
-2,8754458654; -16,1666936307
-2,7465982406; -16,0394035945
-2,6980163493; -15,9934718180
-2,5691687245; -15,8709385805
-2,5184745771; -15,8253693327
-2,3875146961; -15,7085368629
-2,3347082925; -15,6650666372
-2,1931871309; -15,5547045433
-2,1382684711; -15,5150528270
-1,9904105410; -15,4208377357
-1,9354918813; -15,3911628253
-1,9059202953; -15,3771300528
-1,7749604144; -15,3188789256
-1,7200417546; -15,3000716075
-1,6862456563; -15,2894297727
-1,5468367508; -15,2659312091
-1,4919180911; -15,2619109426
-1,4538974805; -15,2633541193
-1,3102640627; -15,2869306510
-1,2553454029; -15,3037547826
-1,2194370485; -15,3178797804
-1,0905894237; -15,3928873005
-1,0356707640; -15,4359005477
-0,9110476515; -15,5686399129
-0,8666902724; -15,6264104904
-0,7758632582; -15,7837399183
-0,7416103730; -15,8485960425
-0,6829239879; -16,0001546097
-0,6491278896; -16,0774448585
-0,5984337421; -16,2460406443
-0,5709744123; -16,3267355599
-0,5287292894; -16,5083729283
-0,5113744534; -16,5745590354
-0,4737762940; -16,7742395635
-0,4618411782; -16,8363417993
-0,4336777629; -17,0160678981
-0,4231164822; -17,0781012911
-0,4146674576; -17,1185796307
-0,3926313224; -17,2876818968
-0,3824581572; -17,3693533277
-0,3602768619; -17,5472296957
-0,3521103401; -17,6221757564
-0,3365139803; -17,7925299098
-0,3269040834; -17,8760497065
-0,3123655889; -17,9958096703
