-3,9801558287; -17,6567592682
-3,9400229620; -17,6212140365
-3,8766552777; -17,5554890297
-3,7942772880; -17,4738754170
-3,7541444213; -17,4354202836
-3,6907767370; -17,3710463026
-3,6126232596; -17,2927671883
-3,5724903929; -17,2534806543
-3,5070104524; -17,1878744248
-3,4267447190; -17,1081017646
-3,3866118522; -17,0676869014
-3,3232441679; -17,0044709425
-3,2408661783; -16,9230800265
-3,2007333116; -16,8826651632
-3,1373656272; -16,8194492044
-3,0592121499; -16,7401902252
-3,0169670270; -16,6993499113
-2,9514870866; -16,6338484551
-2,8733336092; -16,5551684871
-2,8332007425; -16,5157037958
-2,7677208020; -16,4514871928
-2,6874550686; -16,3719283214
-2,6473222018; -16,3341561240
-2,5797300052; -16,2678580562
-2,5015765279; -16,1942110304
-2,4593314050; -16,1561957814
-2,3875146961; -16,0930358376
-2,3072489626; -16,0270169172
-2,2628915836; -15,9924055378
-2,1847381063; -15,9358304304
-2,0960233482; -15,8785531151
-2,0495537131; -15,8512021442
-1,9650634673; -15,8092206071
-1,8678996847; -15,7707329659
-1,8193177934; -15,7552304476
-1,7242662669; -15,7340567160
-1,6271024843; -15,7252857039
-1,5742960807; -15,7284778310
-1,4771322981; -15,7440549763
-1,3820807716; -15,7762274636
-1,3313866241; -15,8000909546
-1,2468963784; -15,8519209063
-1,1624061326; -15,9203097645
-1,1222732659; -15,9568588328
-1,0567933254; -16,0254287660
-0,9828643604; -16,1172482431
-0,9490682620; -16,1641957390
-0,9004863707; -16,2405778218
-0,8455677110; -16,3366938064
-0,8159961250; -16,3910544140
-0,7758632582; -16,4788426949
-0,7357303915; -16,5771656684
-0,7124955739; -16,6341069090
-0,6786994756; -16,7291123228
-0,6449033773; -16,8380140021
-0,6258930720; -16,8943978536
-0,6005459983; -16,9901633822
-0,5751989246; -17,0975091319
-0,5583008754; -17,1554340379
-0,5371783140; -17,2550536902
-0,5177455574; -17,3697884148
-0,5033822157; -17,4187684164
-0,4864841665; -17,5214701776
-0,4695861174; -17,6340537276
-0,4590248366; -17,6923171152
-0,4442390436; -17,7909628240
-0,4294532506; -17,9013817577
-0,4210042260; -17,9642908019
-0,4120984146; -18,0071722212
