4.154472e-01  1.087448e-75
4.712887e-01  1.087448e-75
5.346360e-01  1.087448e-75
6.064981e-01  1.087448e-75
6.880193e-01  1.087448e-75
7.804981e-01  1.087448e-75
8.854072e-01  1.087448e-75
1.004418e+00  1.087448e-75
1.139424e+00  1.087448e-75
1.292578e+00  1.087448e-75
1.466317e+00  1.087448e-75
1.663409e+00  1.087448e-75
1.886993e+00  1.087448e-75
2.140630e+00  1.087448e-75
2.428358e+00  1.087448e-75
2.754761e+00  1.087448e-75
3.125037e+00  1.087448e-75
3.545083e+00  1.087448e-75
4.021588e+00  1.087448e-75
4.562142e+00  1.087448e-75
5.175354e+00  1.087448e-75
5.870989e+00  1.087448e-75
6.660126e+00  1.087448e-75
7.555334e+00  1.087448e-75
8.570870e+00  1.087448e-75
9.722906e+00  1.087448e-75
1.102979e+01  1.087448e-75
1.251234e+01  1.087448e-75
1.419416e+01  1.087448e-75
1.610204e+01  1.087448e-75
1.826637e+01  1.087448e-75
2.072160e+01  1.087448e-75
2.350686e+01  2.511032e-05
2.666649e+01  8.963927e-04
3.025081e+01  4.584079e-03
3.431691e+01  1.644849e-02
3.892956e+01  3.674668e-02
4.416220e+01  6.880328e-02
5.009817e+01  1.054897e-01
5.683202e+01  1.458167e-01
6.447098e+01  1.751123e-01
7.313672e+01  1.983995e-01
8.296725e+01  2.209236e-01
9.411914e+01  2.418117e-01
1.067700e+02  2.655153e-01
1.211213e+02  2.923839e-01
1.374015e+02  3.368800e-01
1.558701e+02  3.996069e-01
1.768211e+02  4.713672e-01
2.005881e+02  5.282938e-01
2.275498e+02  5.701721e-01
2.581354e+02  6.023606e-01
2.928322e+02  6.179296e-01
3.321927e+02  6.312189e-01
3.768437e+02  6.391425e-01
4.274964e+02  6.436436e-01
4.849575e+02  6.455044e-01
5.501421e+02  6.442727e-01
6.240884e+02  6.390440e-01
7.079740e+02  6.303268e-01
8.031350e+02  6.188864e-01
9.110868e+02  6.041325e-01
1.033549e+03  5.867698e-01
1.172471e+03  5.672418e-01
1.330067e+03  5.466632e-01
1.508845e+03  5.259698e-01
1.711653e+03  5.059912e-01
1.941722e+03  4.866702e-01
2.202715e+03  4.675746e-01
2.498788e+03  4.592654e-01
2.834658e+03  4.679996e-01
3.215673e+03  4.902783e-01
3.647901e+03  5.213961e-01
4.138227e+03  5.560546e-01
4.694459e+03  5.902636e-01
5.325455e+03  6.207808e-01
6.041266e+03  6.460883e-01
6.853291e+03  6.648168e-01
7.774462e+03  6.767279e-01
8.819452e+03  6.818755e-01
1.000490e+04  6.809254e-01
1.134969e+04  6.744796e-01
1.287524e+04  6.636034e-01
1.460584e+04  6.487399e-01
1.656905e+04  6.303066e-01
1.879615e+04  6.091763e-01
2.132260e+04  5.856456e-01
2.418863e+04  5.604035e-01
2.743990e+04  5.338975e-01
3.112818e+04  5.066058e-01
3.531221e+04  4.789814e-01
4.005863e+04  4.512772e-01
4.544304e+04  4.238663e-01
5.155117e+04  3.969660e-01
5.848032e+04  3.708066e-01
6.634084e+04  3.455199e-01
7.525792e+04  3.212122e-01
8.537356e+04  2.979738e-01
9.684888e+04  2.758731e-01
